PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
879,0,3,16.0,0,,0,0,349217,7.8958,,34
880,1,1,79.0,1,56.0,0,1,11767,83.1583,59.0,55
881,1,2,79.0,1,25.0,0,1,230433,26.0,,34
882,0,3,16.0,0,33.0,0,0,349257,7.8958,,34
883,0,3,70.0,1,22.0,0,0,7552,10.5167,,34
884,0,2,16.0,0,28.0,0,0,C.A./SOTON 34068,10.5,,34
885,0,3,16.0,0,25.0,0,0,SOTON/OQ 392076,7.05,,34
886,0,3,79.0,1,39.0,0,5,382652,29.125,,39
887,0,2,,0,27.0,0,0,211536,13.0,,34
888,1,1,70.0,1,19.0,0,0,112053,30.0,74.0,34
889,0,3,70.0,1,,1,2,W./C. 6607,23.45,,34
890,1,1,16.0,0,26.0,0,0,111369,30.0,59.0,55
891,0,3,16.0,0,32.0,0,0,370376,7.75,,39
